"gene","removed","reason","m_testable","n_pass_delta","sign","median_d","min_abs_d","cm_ratio","cm_dominant","chr","is_XY","class","in_E2F_TARGETS","in_hallmark_E2F","in_shared_KO_up","is_E2f7_E2f8","d_Cardiomyocyte_P0","d_Cardiomyocyte_P7","d_Endothelial_P0","d_Endothelial_P7","d_Fibroblast_P0","d_Fibroblast_P7","d_Immune_Myeloid_P0","d_Immune_Myeloid_P7","d_Mural_Pericyte_P0","d_Mural_Pericyte_P7","d_RBC_P0","NOTE"
"Hvcn1",FALSE,"candidate_not_removed",8,0,"+",0.0209439835769664,0.000807210329600141,NA,FALSE,"5",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-7e-04,0,8e-04,0.0017,0.0124,0.0336,0.0566,0.0795,0.0035,0.0295,-0.0023,"descriptive_n1_sex_confounded_depth_matched"
"Mybl2",FALSE,"candidate_not_removed",9,0,"+",0.0209164267882408,0.00797798902962332,0.38,FALSE,"2",FALSE,"other",FALSE,TRUE,FALSE,FALSE,0.0041,0.008,0.0085,0.0264,0.0149,0.0253,0.0209,0.0216,0.0212,0.009,0.0041,"descriptive_n1_sex_confounded_depth_matched"
"Pnpt1",FALSE,"candidate_not_removed",11,0,"+",0.0207190799601466,0.00362508517155243,0.4,FALSE,"11",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0111,0.0073,0.0036,0.0256,0.0228,0.0053,0.0335,0.0625,0.0254,0.0207,0.0066,"descriptive_n1_sex_confounded_depth_matched"
"H4c4",FALSE,"candidate_not_removed",8,0,"-",-0.0205332682303925,0.00333491728766903,NA,FALSE,"13",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0055,0.0011,-0.0253,-0.0169,-0.0074,-0.0016,-0.0242,-0.0473,-0.0033,-0.0065,-0.0349,"descriptive_n1_sex_confounded_depth_matched"
"Fubp3",FALSE,"candidate_not_removed",11,0,"+",0.0204812496300402,0.00259114490984616,0.37,FALSE,"2",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0108,0.0124,0.0205,0.0079,0.0672,0.0555,0.0183,0.0314,0.0026,0.0514,0.0421,"descriptive_n1_sex_confounded_depth_matched"
"Extl2",FALSE,"candidate_not_removed",11,0,"+",0.0202301027550305,0.00117664916052125,0.31,FALSE,"3",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0062,0.0082,0.0235,0.0258,0.0202,0.0021,0.0549,0.029,0.0142,0.0655,0.0012,"descriptive_n1_sex_confounded_depth_matched"
"Thada",FALSE,"candidate_not_removed",11,0,"-",-0.0199564120532036,0.000478713298308016,0.37,FALSE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-5e-04,-0.0174,-0.02,-0.0476,-0.0067,-0.004,-0.0149,-0.0474,-0.0435,-0.0401,-0.0242,"descriptive_n1_sex_confounded_depth_matched"
"Gm12251",FALSE,"candidate_not_removed",11,0,"+",0.0197945050114647,0.00378651538747137,1.26,FALSE,"11",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.0369,0.0129,0.0038,0.0193,0.0198,0.019,0.0172,0.0365,0.022,0.0552,0.0611,"descriptive_n1_sex_confounded_depth_matched"
"Rps19-ps6",FALSE,"candidate_not_removed",6,0,"+",0.0195448561954637,0.00963508179666632,0.42,FALSE,"12",FALSE,"ribo",FALSE,FALSE,FALSE,FALSE,-0.002,0.0096,-1e-04,0.0284,3e-04,0.0228,0.0163,0.0113,-0.0104,0.0529,0.0054,"descriptive_n1_sex_confounded_depth_matched"
"Nlrc4",FALSE,"candidate_not_removed",11,0,"-",-0.0195091571631773,0.0039655272599187,0.87,FALSE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0195,-0.0185,-0.0053,-0.004,-0.0126,-0.014,-0.0813,-0.0305,-0.0246,-0.0219,-0.0284,"descriptive_n1_sex_confounded_depth_matched"
"Cpsf1",FALSE,"candidate_not_removed",11,0,"+",0.0193485475290825,0.00277169846682447,0.74,FALSE,"15",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0257,0.0028,0.0557,0.0132,0.01,0.0236,0.0117,0.0145,0.0193,0.075,0.0489,"descriptive_n1_sex_confounded_depth_matched"
"AV356131",FALSE,"candidate_not_removed",7,0,"+",0.0191173276111411,0.000756896511840037,0.17,FALSE,"7",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0063,8e-04,0.0202,0.0016,0.001,-0.0048,-0.0055,-0.0066,0.0191,0.0398,0.0256,"descriptive_n1_sex_confounded_depth_matched"
"Adam22",FALSE,"candidate_not_removed",11,0,"+",0.0185791670641727,0.00130300492642987,1.31,FALSE,"5",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0023,0.0464,0.0059,0.0194,0.0078,0.0508,0.0013,0.0785,0.0211,0.0186,0.0098,"descriptive_n1_sex_confounded_depth_matched"
"Rps13-ps4",FALSE,"candidate_not_removed",7,0,"+",0.0183642734824377,0.00851171947407742,0.45,FALSE,"8",FALSE,"ribo",FALSE,FALSE,FALSE,FALSE,8e-04,0.0105,0.0085,0.0281,0.0102,0.0518,0.0126,0.0321,0.0062,0.0184,0,"descriptive_n1_sex_confounded_depth_matched"
"Rsad2",FALSE,"candidate_not_removed",6,0,"+",0.0182428893066778,0.00104578024395152,NA,FALSE,"12",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0024,6e-04,0.0166,0.001,-0.0045,0.002,0.0634,0.0166,-0.0103,0.0199,0.0912,"descriptive_n1_sex_confounded_depth_matched"
"Prmt3",FALSE,"candidate_not_removed",11,0,"+",0.0181185840266444,0.00500359155343108,1.65,FALSE,"7",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.035,0.0209,0.0091,0.0181,0.0112,0.005,0.0123,0.0654,0.0169,0.0897,0.0569,"descriptive_n1_sex_confounded_depth_matched"
"Gm6808",FALSE,"candidate_not_removed",6,0,"-",-0.0177166066270016,0.00551013463831944,0.49,FALSE,"10",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0095,-0.0026,-0.0163,-0.0055,-0.02,0.0014,-0.0066,-0.0131,-0.0372,0.0184,-0.0192,"descriptive_n1_sex_confounded_depth_matched"
"Rpp38",FALSE,"candidate_not_removed",11,0,"-",-0.017665681725828,0.00319359397751316,0.62,FALSE,"2",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0156,-0.0107,-0.0032,-0.0126,-0.0177,-0.0487,-0.0213,-0.0239,-0.0275,-0.0058,-0.048,"descriptive_n1_sex_confounded_depth_matched"
"Gm6710",FALSE,"candidate_not_removed",10,1,"+",0.0170996364553467,0.00144914681882354,0.25,FALSE,"2",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.0014,0.0118,0.0177,0.0346,0.0127,0.057,0.012,0.0037,0.0406,0.1045,0.0165,"descriptive_n1_sex_confounded_depth_matched"
"Popdc3",FALSE,"candidate_not_removed",7,1,"+",0.0170080063707262,0.00441208923656337,10.27,TRUE,"10",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.1106,0.095,0.01,0.0238,0.0037,0.0135,0.0044,0.0049,0.0052,-8e-04,0.017,"descriptive_n1_sex_confounded_depth_matched"
"Rps10-ps2",FALSE,"candidate_not_removed",11,2,"+",0.0168762511680425,3.26849241306659e-05,1.19,FALSE,"16",FALSE,"ribo",FALSE,FALSE,FALSE,FALSE,0.0033,0.0369,0.0169,0.0296,0,0.048,0.0133,0.1558,0.0135,0.1325,0.0073,"descriptive_n1_sex_confounded_depth_matched"
"Plce1",FALSE,"candidate_not_removed",9,1,"-",-0.016688852385115,0.00560262148646204,1.27,FALSE,"19",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0138,-0.0285,-0.0128,-0.0167,-0.0056,-0.0073,-0.0078,0.0142,-0.0898,-0.3411,-0.075,"descriptive_n1_sex_confounded_depth_matched"
"Arhgap39",FALSE,"candidate_not_removed",11,1,"-",-0.0161407285259013,0.0032936880522312,1.02,FALSE,"15",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0033,-0.0296,-0.0161,-0.0155,-0.0139,-0.0085,-0.0221,-0.1281,-0.0402,-0.0046,-0.0224,"descriptive_n1_sex_confounded_depth_matched"
"Vamp7",FALSE,"candidate_not_removed",11,0,"-",-0.0157663790826975,0.00367568387296008,1.93,FALSE,"X",TRUE,"other",FALSE,FALSE,FALSE,FALSE,-0.0044,-0.0563,-0.007,-0.0814,-0.0125,-0.0284,-0.0037,-0.0472,-0.0158,-0.0346,-0.0085,"descriptive_n1_sex_confounded_depth_matched"
"Prxl2a",FALSE,"candidate_not_removed",8,0,"+",0.0153740682232174,0.0050371768246248,1.11,FALSE,"14",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0282,0.006,0.0115,0.005,0.0054,-0.0049,0.0192,0.0728,-0.0011,0.0034,0.0551,"descriptive_n1_sex_confounded_depth_matched"
"9330158H04Rik",FALSE,"candidate_not_removed",6,1,"+",0.0153297930280164,0.00570872876784482,1.91,FALSE,"6",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0443,0.0125,0.0057,0.0182,0.0036,-0.0024,0.0115,-9e-04,0.0079,0,0.1132,"descriptive_n1_sex_confounded_depth_matched"
"Gm45928",FALSE,"candidate_not_removed",8,0,"+",0.0151057034521492,0.00599517770223425,NA,FALSE,"19",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,5e-04,5e-04,0.0143,0.0134,0.0118,0.006,0.0884,0.0789,0.0178,0.0159,0.0032,"descriptive_n1_sex_confounded_depth_matched"
"Gm49380",FALSE,"candidate_not_removed",10,0,"+",0.0142632536501576,0.000994080504529194,0.47,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-9e-04,0.0074,0.0103,0.0334,0.0028,0.0519,0.0157,0.0128,0.0193,0.0187,0.001,"descriptive_n1_sex_confounded_depth_matched"
"Pikfyve",FALSE,"candidate_not_removed",11,0,"+",0.0141993510636013,3.22779552126146e-05,0.33,FALSE,"1",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0075,0.0068,0.0219,0.0324,0.0046,0.025,0.0142,0.0629,0,0.0069,0.0688,"descriptive_n1_sex_confounded_depth_matched"
"Trim6",FALSE,"candidate_not_removed",6,0,"+",0.0137802472479849,0.00443715598130833,1.04,FALSE,"7",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0013,0.0141,0.0065,0.0135,0.0044,0.0282,-0.0086,0.0216,0.0081,0.0062,0,"descriptive_n1_sex_confounded_depth_matched"
"Gm8739",FALSE,"candidate_not_removed",6,0,"+",0.0135000648910447,0.0021176688240648,0.13,FALSE,"13",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-2e-04,0.0021,0.0061,0.0105,0.0052,0.0379,0.0102,-0.0101,0.0186,0.0165,0.0044,"descriptive_n1_sex_confounded_depth_matched"
"Gm14820",FALSE,"candidate_not_removed",8,0,"-",-0.0133985400115777,0.00697304458134767,0.57,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.013,-0.007,-0.0238,-0.0094,-0.0138,-0.0123,-0.0707,-0.0126,-0.021,-0.0122,0,"descriptive_n1_sex_confounded_depth_matched"
"Gm17251",FALSE,"candidate_not_removed",11,0,"+",0.013396218235594,0.0079608088929712,1.5,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.0241,0.0162,0.0487,0.0198,0.0131,0.0134,0.008,0.0385,0.0125,0.0102,0.0134,"descriptive_n1_sex_confounded_depth_matched"
"Gm47305",FALSE,"candidate_not_removed",6,0,"-",-0.0133734320394552,0.00144859815259945,0.5,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0132,-0.0057,-0.0136,-0.0241,-0.0132,-0.0057,-0.0068,-0.0219,-0.0256,-0.0172,-0.0014,"descriptive_n1_sex_confounded_depth_matched"
"Bend5",FALSE,"candidate_not_removed",8,0,"+",0.0131930848951182,0.000605542307808724,1.1,FALSE,"4",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0227,0.0063,0.0031,0.0312,0.0123,6e-04,-0.0033,0,0.0141,-0.0011,0.0683,"descriptive_n1_sex_confounded_depth_matched"
"Nt5dc1",FALSE,"candidate_not_removed",11,0,"+",0.0130414012288937,0.00354176315659629,0.84,FALSE,"10",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0139,0.008,0.0094,0.0549,0.013,0.0064,0.0035,0.0951,0.0104,0.0351,0.0178,"descriptive_n1_sex_confounded_depth_matched"
"Tsga10",FALSE,"candidate_not_removed",11,0,"-",-0.0127336943603161,2.94490005751137e-05,0.23,FALSE,"1",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0,-0.0061,-8e-04,-0.0127,-0.003,-0.0357,-0.0077,-0.0377,-0.029,-0.04,-0.013,"descriptive_n1_sex_confounded_depth_matched"
"Fbxo17",FALSE,"candidate_not_removed",9,0,"+",0.0125335276855,0.00465686486446374,1.18,FALSE,"7",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0077,0.022,0.0063,0.0047,0.0165,0.0142,-0.0058,-0.0038,0.0125,0.0106,0.0275,"descriptive_n1_sex_confounded_depth_matched"
"Gm12840",FALSE,"candidate_not_removed",8,1,"+",0.0124747464592172,0.000217087113688751,NA,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.003,0,2e-04,3e-04,0.0979,0.009,0.0146,0,0.1212,0.0239,0.0103,"descriptive_n1_sex_confounded_depth_matched"
"Ciart",FALSE,"candidate_not_removed",6,0,"+",0.0124350339845103,0.01005329129639,1.3,FALSE,"3",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0178,0.0123,0.0128,0.0106,0.0017,0.0041,9e-04,-0.0083,-0.0051,0.0101,0.0126,"descriptive_n1_sex_confounded_depth_matched"
"2310014F06Rik",FALSE,"candidate_not_removed",6,0,"-",-0.0122727912224522,0.00118756498799109,0.85,FALSE,"7",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0012,-0.0196,-4e-04,0.0036,-0.0024,-0.0063,-0.0182,0.0064,0.0114,-0.0079,-0.0713,"descriptive_n1_sex_confounded_depth_matched"
"Gria3",FALSE,"candidate_not_removed",9,0,"+",0.0120401630365535,0.00181026229224137,0.55,FALSE,"X",TRUE,"other",FALSE,FALSE,FALSE,FALSE,0.012,0.0018,0.0168,0.0095,0.0126,0.004,0.0232,0.0037,0.0022,0,0.0248,"descriptive_n1_sex_confounded_depth_matched"
"Gm13803",FALSE,"candidate_not_removed",6,0,"-",-0.0117492196838124,0.00302334569323056,0.73,FALSE,"2",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0099,-8e-04,-0.0066,-0.003,-0.0142,-0.0071,-0.0064,-0.0245,-0.0157,-0.0136,0.0034,"descriptive_n1_sex_confounded_depth_matched"
"Sp140",FALSE,"candidate_not_removed",6,1,"+",0.0113934787609716,0.00546125816838935,NA,FALSE,"1",FALSE,"other",FALSE,FALSE,FALSE,FALSE,4e-04,9e-04,0.0055,0.0078,0.0138,0.009,0.0194,0.1036,-0.0084,-0.0255,-0.015,"descriptive_n1_sex_confounded_depth_matched"
"Myl1",FALSE,"candidate_not_removed",8,0,"+",0.0113187251180756,0.00136544373167772,0.78,FALSE,"1",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0085,0.0105,0.0014,0.0097,0.0011,0.0113,0.0037,0.0121,0.0122,0.0191,0.0501,"descriptive_n1_sex_confounded_depth_matched"
"5033430I15Rik",FALSE,"candidate_not_removed",7,0,"+",0.0109451767519517,0.00328823798660977,1.96,FALSE,"13",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0109,0.013,0.0061,0.0307,0.0039,0.0219,6e-04,0.0175,0.0033,-0.0079,0.0034,"descriptive_n1_sex_confounded_depth_matched"
"Chtf18",FALSE,"candidate_not_removed",9,0,"+",0.0108691427811859,0.00144773328267257,1.67,FALSE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0109,0.0142,0.0014,0.0062,0.0112,0.034,0.004,-0.0113,0.0159,0.0075,0.0039,"descriptive_n1_sex_confounded_depth_matched"
"Tmem106a",FALSE,"candidate_not_removed",6,0,"+",0.0104104571025583,0.00369036057724867,NA,FALSE,"11",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0014,-0.0015,0.0089,0.0037,-0.0026,0.0074,0.02,0.0651,0.0121,0.012,0.007,"descriptive_n1_sex_confounded_depth_matched"
"Tap1",FALSE,"candidate_not_removed",11,2,"+",0.0102373306852012,0.00382440599111572,0.29,FALSE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0046,0.0038,0.0641,0.2096,0.0102,0.0049,0.0143,0.2378,0.0065,0.0531,0.006,"descriptive_n1_sex_confounded_depth_matched"
"Traf3ip2",FALSE,"candidate_not_removed",9,0,"+",0.00993599550818793,0.00160339811646798,0.32,FALSE,"10",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0054,0.0016,0.0129,0.0099,0.014,0.007,0.0063,0.0113,0.0061,0.0108,0.0126,"descriptive_n1_sex_confounded_depth_matched"
"Gm7292",FALSE,"candidate_not_removed",7,0,"+",0.00992300586504357,0.000293632558650329,0.45,FALSE,"6",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.0099,4e-04,0.0063,0.0116,0.0115,3e-04,0.0063,0.0156,-0.0048,-0.0137,-0.0135,"descriptive_n1_sex_confounded_depth_matched"
"Gm16973",FALSE,"candidate_not_removed",10,0,"-",-0.00982932533740201,0.000239000052669264,0.59,FALSE,"14",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-2e-04,-0.0119,-0.0025,-0.0029,-0.0078,-0.0177,-0.045,-0.0127,-0.0241,0.0032,-0.0072,"descriptive_n1_sex_confounded_depth_matched"
"Zfp956",FALSE,"candidate_not_removed",6,0,"+",0.00974423819012169,0.00299259215386577,1.26,FALSE,"6",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0023,0.0113,0.003,0.0105,0.0086,0.013,0.013,-0.0045,-5e-04,-0.0108,0.0089,"descriptive_n1_sex_confounded_depth_matched"
"Spock2",FALSE,"candidate_not_removed",6,0,"+",0.00972114451467918,0.00294385152891492,1.24,FALSE,"10",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0055,0.0186,0.0029,0.02,0.0111,-0.0029,0,0,-8e-04,0.0159,0.0084,"descriptive_n1_sex_confounded_depth_matched"
"Gch1",FALSE,"candidate_not_removed",8,1,"-",-0.00953527068871085,0.00171661124723509,2.32,FALSE,"14",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0083,-0.0275,-0.0017,-0.0277,-0.0023,5e-04,-0.1276,-0.0046,0.0042,0,-0.0108,"descriptive_n1_sex_confounded_depth_matched"
"Gstp-ps",FALSE,"candidate_not_removed",10,0,"+",0.00905374258292339,0.00403219648660506,1.3,FALSE,"1",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0195,0.004,0.0099,0.0082,0.0078,0.0235,-0.001,0.0047,0.004,0.0249,0.031,"descriptive_n1_sex_confounded_depth_matched"
"Gm10260",FALSE,"candidate_not_removed",7,0,"+",0.00899689551900207,0.00152353554105565,1.39,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.0123,5e-04,0.009,-7e-04,0.0015,-6e-04,0.0069,0.019,0.0087,0.0078,0.0247,"descriptive_n1_sex_confounded_depth_matched"
"Gm17491",FALSE,"candidate_not_removed",6,0,"-",-0.00889655607562135,0.00271703515709432,0.27,FALSE,"8",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0052,-0.0027,-0.0049,-0.0126,-0.0043,0.0044,-0.0131,-0.0181,0.0041,0.0034,-0.0165,"descriptive_n1_sex_confounded_depth_matched"
"Ggnbp1",FALSE,"candidate_not_removed",7,1,"-",-0.00849488495750795,0.000858812543072237,6.48,TRUE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0189,-0.0641,-0.0064,-0.0047,-9e-04,-0.0022,-0.0036,-0.0025,-0.0085,-0.0104,-0.1093,"descriptive_n1_sex_confounded_depth_matched"
"Mboat1",FALSE,"candidate_not_removed",8,0,"+",0.00838933365080355,0.000386811226305163,NA,FALSE,"13",FALSE,"other",FALSE,FALSE,FALSE,FALSE,3e-04,2e-04,0.0027,0.0018,0.0106,0.0261,0.014,0.0062,0.011,4e-04,0.008,"descriptive_n1_sex_confounded_depth_matched"
"Armcx5",FALSE,"candidate_not_removed",10,0,"+",0.00827600662627476,0.00157867100707328,0.52,FALSE,"X",TRUE,"other",FALSE,FALSE,FALSE,FALSE,0.0037,0.0082,0.0016,0.0146,0.0041,0.0066,0.0078,0.0326,0.0284,0.0231,0.0084,"descriptive_n1_sex_confounded_depth_matched"
"Fam171a2",FALSE,"candidate_not_removed",7,0,"-",-0.00788437379727561,0.00144063772972916,0.1,FALSE,"11",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0019,-0.003,-0.0574,-0.0014,-0.0234,-0.0392,-0.0112,-0.0049,-0.0176,7e-04,-0.0079,"descriptive_n1_sex_confounded_depth_matched"
"Fam122a",FALSE,"candidate_not_removed",7,0,"+",0.00728276128460444,0.000741433799769636,0.08,FALSE,NA,FALSE,"other",FALSE,FALSE,FALSE,FALSE,-5e-04,7e-04,0.0026,0.0123,3e-04,0.0073,0.0047,0.0117,-0.0021,-0.002,0.023,"descriptive_n1_sex_confounded_depth_matched"
"Capn1",FALSE,"candidate_not_removed",10,0,"-",-0.006952728671195,0.000176154096974586,0.49,FALSE,"19",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-0.0012,-0.0081,-0.0163,-0.0132,-0.0036,-7e-04,-0.0695,-0.0339,-0.0058,0.0129,-2e-04,"descriptive_n1_sex_confounded_depth_matched"
"4833418N02Rik",FALSE,"candidate_not_removed",11,0,"+",0.00680847168870815,0.00275263399353275,0.29,FALSE,"17",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0028,0.0065,0.0055,0.0161,0.0054,0.024,0.0233,0.0467,0.0033,0.0295,0.0068,"descriptive_n1_sex_confounded_depth_matched"
"Ypel1",FALSE,"candidate_not_removed",7,0,"+",0.0067834907778605,0.000534655796784366,0.41,FALSE,"16",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0054,5e-04,0.0141,0.0046,0.0068,0.0072,-0.0034,0.0073,0.0072,0.0055,-0.0016,"descriptive_n1_sex_confounded_depth_matched"
"Gm5871",FALSE,"candidate_not_removed",6,0,"-",-0.00674610621219805,0.00130758542044224,0.97,FALSE,"5",FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0103,-0.0032,-0.0028,-0.0178,-0.011,-0.0074,0,-0.0015,-0.0013,-0.0044,0.0087,"descriptive_n1_sex_confounded_depth_matched"
"Gm49602",FALSE,"candidate_not_removed",8,0,"+",0.00597178776224084,5.63454591508104e-05,0.01,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,1e-04,1e-04,0.0019,0.0117,0.0041,0.0079,-0.0033,0.0012,0.0139,-0.004,0.021,"descriptive_n1_sex_confounded_depth_matched"
"Zfp808",FALSE,"candidate_not_removed",7,0,"-",-0.00595631036593841,0.00259691062461644,0.81,FALSE,"13",FALSE,"other",FALSE,FALSE,FALSE,FALSE,9e-04,-0.006,-0.0058,-0.009,-0.0054,-0.0026,0.0043,-0.0175,0.0061,-0.0162,0.0054,"descriptive_n1_sex_confounded_depth_matched"
"Raver2",FALSE,"candidate_not_removed",6,0,"+",0.00556325966267726,0.00188029580051496,0.38,FALSE,"4",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0019,0.0037,0.0112,0.0011,0.0054,0.009,0,0,0.0058,0.012,-0.0073,"descriptive_n1_sex_confounded_depth_matched"
"Pop1",FALSE,"candidate_not_removed",9,0,"-",-0.00555554845689053,0.000221476590277389,0.18,FALSE,"15",FALSE,"other",FALSE,FALSE,FALSE,FALSE,-2e-04,-0.0055,-0.0056,-0.0908,-0.0043,-0.0157,-0.0047,-0.0634,-0.0038,-0.0503,0.0025,"descriptive_n1_sex_confounded_depth_matched"
"Tmem17",FALSE,"candidate_not_removed",10,0,"+",0.00497339836945288,0.0042592591058753,0.98,FALSE,"11",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0046,0.0051,0.0134,0.0152,0.0046,0.0044,0.0154,0.0145,0.0043,0.005,0.005,"descriptive_n1_sex_confounded_depth_matched"
"Hoxb3os",FALSE,"candidate_not_removed",6,0,"+",0.00492224932574407,0.00135554663058422,NA,FALSE,"11",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0,0,0.0075,0.0014,0.0016,0.0023,0,0,0.0257,0.027,0,"descriptive_n1_sex_confounded_depth_matched"
"Cpa2",FALSE,"candidate_not_removed",6,0,"+",0.00438878459108544,0.000961115308746289,0.87,FALSE,"6",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0041,0.0028,0.0073,0.001,0.0027,0.0098,0,0,0.0047,0.0034,7e-04,"descriptive_n1_sex_confounded_depth_matched"
"Gm9029",FALSE,"candidate_not_removed",6,0,"-",-0.00381139970642047,0.00205521388992179,0.48,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,-0.0021,-0.0024,-0.0043,-0.0033,0.0049,-0.0216,0.0102,-0.0267,-0.005,0.003,-0.0051,"descriptive_n1_sex_confounded_depth_matched"
"Slc9a5",FALSE,"candidate_not_removed",7,0,"+",0.00258776524988341,2.87943054674278e-05,0.58,FALSE,"8",FALSE,"other",FALSE,FALSE,FALSE,FALSE,0.0037,0.002,0.0013,0,0.0026,0.0043,0.0056,0.0043,0.012,0.0209,0.0068,"descriptive_n1_sex_confounded_depth_matched"
"Zfp970",FALSE,"candidate_not_removed",6,0,"+",0.00256243963238946,0.000376185847291838,0.08,FALSE,"2",FALSE,"other",FALSE,FALSE,FALSE,FALSE,6e-04,4e-04,-0.0045,0.001,0.0096,0.0041,-0.0034,-0.0041,0.0132,0.0373,0.0085,"descriptive_n1_sex_confounded_depth_matched"
"Gm38037",FALSE,"candidate_not_removed",7,0,"+",0.00241785470086468,0.000826715690880497,1.57,FALSE,NA,FALSE,"Gm",FALSE,FALSE,FALSE,FALSE,0.002,0.0056,0.0016,8e-04,0.0189,0.0038,0.0141,-0.007,0.0041,-0.0064,0.0024,"descriptive_n1_sex_confounded_depth_matched"
